# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	WORDINSOURCE	COUNTERPART	IPA	COGID
1545	Outgroup_Chechen	say	71	aːl-a {āла}	āла	aːl-a	301
1546	Nidzh_Udi	say	71	p-	p-	p-	296
1547	Vartashen_Udi	say	71	p-	p-	p-	296
1548	Archi	say	71	wa-r-	wa-r-	wa-r-	296
1549	Kryts_proper	say	71	l=ip-	l=ip-	l=ip-	296
1550	Alyk_Kryts	say	71	l=ip-	l=ip-	l=ip-	296
1551	Budukh	say	71	yɨpə- {йыпа-}	йыпа-	yɨpə-	296
1552	Mishlesh_Tsakhur	say	71	iwh-	iwh-	iwh-	296
1553	Mikik_Tsakhur	say	71	uwh-	uwh-	uwh-	296
1554	Koshan_Aghul	say	71	p-una-	p-una-	p-una-	296
1555	Keren_Aghul	say	71	p-una-	p-una-	p-una-	296
1556	Gequn_Aghul	say	71	p-una-	p-una-	p-una-	296
1557	Fite_Aghul	say	71	up-una-	up-una-	up-una-	296
1558	Aghul_proper	say	71	p-una-	p-una-	p-una-	296
1559	Northern_Tabasaran	say	71	p-	p-	p-	296
1560	Southern_Tabasaran	say	71	p-	p-	p-	296
#
1561	Nidzh_Udi	see	72	akː-sun {акIсун}	акIсун	akː-sun	302
1562	Vartashen_Udi	see	72	akː-sun {акIсун}	акIсун	akː-sun	302
1563	Archi	see	72	=ˈakːu-	=ˈakːu-	=ˈakːu-	302
1564	Kryts_proper	see	72	irqi-	irqi-	irqi-	303
1565	Alyk_Kryts	see	72	irqi-	irqi-	irqi-	303
1566	Budukh	see	72	irqi- {ирхъи-}	ирхъи-	irqi-	303
1567	Mishlesh_Tsakhur	see	72	qː=aǯ- {къаджес}	къаджес	qː=aǯ-	304
1568	Mikik_Tsakhur	see	72	ʁ=ež-	ʁ=ež-	ʁ=ež-	304
1569	Gelmets_Tsakhur	see	72	ʁ=až-	ʁ=až-	ʁ=až-	304
1570	Mukhad_Rutul	see	72	h=agʷ- {гьагвас}	гьагвас	h=agʷ-	302
1571	Ixrek_Rutul	see	72	ʁ=ägʷ- {гъаьгун}	гъаьгун	ʁ=ägʷ-	302
1572	Luchek_Rutul	see	72	h=agʷ-	h=agʷ-	h=agʷ-	302
1573	Koshan_Aghul	see	72	raqːˤ-a-	raqːˤ-a-	raqːˤ-a-	303
1574	Keren_Aghul	see	72	agʷ-a-	agʷ-a-	agʷ-a-	302
1575	Gequn_Aghul	see	72	agʷ-a-	agʷ-a-	agʷ-a-	302
1576	Fite_Aghul	see	72	agʷ-a-	agʷ-a-	agʷ-a-	302
1577	Aghul_proper	see	72	agʷ-a-	agʷ-a-	agʷ-a-	302
1578	Northern_Tabasaran	see	72	aɢːˤ-ˈ	aɢːˤ-ˈ	aɢːˤ-ˈ	303
1579	Southern_Tabasaran	see	72	raqːˤ-ˈ	raqːˤ-ˈ	raqːˤ-ˈ	303
1580	Gyune_Lezgi	see	72	akːʷˈa-	akːʷˈa-	akːʷˈa-	302
1581	Outgroup_Chechen	see	72	ga-n {ган}	ган	ga-n	302
#
1582	Nidzh_Udi	seed	73	cil {цил}	цил	cil	305
1583	Vartashen_Udi	seed	73	cil {цил}	цил	cil	305
1584	Archi	seed	73	ɬːʷinː-	ɬːʷinː-	ɬːʷinː-	306
1585	Kryts_proper	seed	73	tum	tum	tum	-652
1586	Alyk_Kryts	seed	73	tum	tum	tum	-653
1587	Budukh	seed	73	tum {тум}	тум	tum	-654
1588	Mishlesh_Tsakhur	seed	73	toχum {тохум}	тохум	toχum	-655
1589	Mikik_Tsakhur	seed	73	dʸenʸe	dʸenʸe	dʸenʸe	-656
1590	Gelmets_Tsakhur	seed	73	dʸenʸe	dʸenʸe	dʸenʸe	-657
1591	Mukhad_Rutul	seed	73	suk {сук}	сук	suk	307
1592	Ixrek_Rutul	seed	73	tuχum {тухум}	тухум	tuχum	-658
1593	Luchek_Rutul	seed	73	tuχum	tuχum	tuχum	-659
1594	Koshan_Aghul	seed	73	tum	tum	tum	-660
1595	Keren_Aghul	seed	73	tum	tum	tum	-661
1596	Gequn_Aghul	seed	73	tum	tum	tum	-662
1597	Fite_Aghul	seed	73	tum	tum	tum	-663
1598	Aghul_proper	seed	73	tum	tum	tum	-664
1599	Northern_Tabasaran	seed	73	tum	tum	tum	-665
1600	Southern_Tabasaran	seed	73	tum	tum	tum	-666
1601	Gyune_Lezgi	seed	73	fin	fin	fin	306
1602	Outgroup_Chechen	seed	73	hu {хIу}	хIу	hu	306
#
2318	Nidzh_Udi	short	105	gödäy {гоьдаьй}	гоьдаьй	gödäy	-693
2319	Vartashen_Udi	short	105	gödäk {гоьдаьк}	гоьдаьк	gödäk	-694
2320	Archi	short	105	kˈuːtʼa-tːu-class	kˈuːtʼa-tːu-class	kˈuːtʼa-tːu-class	-695
2321	Kryts_proper	short	105	gʷädä	gʷädä	gʷädä	463
2322	Alyk_Kryts	short	105	gʷada	gʷada	gʷada	463
2323	Budukh	short	105	godə {года}	года	godə	463
2324	Mishlesh_Tsakhur	short	105	ǯitʼa-n {джитIан}	джитIан	ǯitʼa-n	464
2325	Mikik_Tsakhur	short	105	ǯitʼa-n	ǯitʼa-n	ǯitʼa-n	464
2326	Gelmets_Tsakhur	short	105	ǯitʼa-nʸ	ǯitʼa-nʸ	ǯitʼa-nʸ	464
2327	Mukhad_Rutul	short	105	ǯɨk-dɨ {джыкды}	джыкды	ǯɨk-dɨ	464
2328	Ixrek_Rutul	short	105	ǯik-dɨ {джикды}	джикды	ǯik-dɨ	464
2329	Luchek_Rutul	short	105	ǯɨk-dɨ	ǯɨk-dɨ	ǯɨk-dɨ	464
2330	Koshan_Aghul	short	105	ǯeʁe-r	ǯeʁe-r	ǯeʁe-r	464
2331	Keren_Aghul	short	105	žaqːe-f	žaqːe-f	žaqːe-f	464
2332	Gequn_Aghul	short	105	ǯeqːe-f ~ žiqːe-f	ǯeqːe-f ~ žiqːe-f	ǯeqːe-f ~ žiqːe-f	464
2333	Fite_Aghul	short	105	ǯaqːi-t	ǯaqːi-t	ǯaqːi-t	464
2334	Aghul_proper	short	105	ǯiqːe-f ~ ǯiqːä-f	ǯiqːe-f ~ ǯiqːä-f	ǯiqːe-f ~ ǯiqːä-f	464
2335	Northern_Tabasaran	short	105	ǯiqːˈi	ǯiqːˈi	ǯiqːˈi	464
2336	Southern_Tabasaran	short	105	ǯiqːˈi	ǯiqːˈi	ǯiqːˈi	464
2337	Gyune_Lezgi	short	105	kːʷerˈi	kːʷerˈi	kːʷerˈi	465
2338	Outgroup_Chechen	short	105	d=oːca {дōца}	дōца	d=oːca	466
#
1603	Nidzh_Udi	sit	74	arc-esun {арцесун}	арцесун	arc-esun	308
1604	Vartashen_Udi	sit	74	arc-esun {арцесун}	арцесун	arc-esun	308
1605	Archi	sit	74	qʼˈeˤyqʼi-	qʼˈeˤyqʼi-	qʼˈeˤyqʼi-	309
1606	Kryts_proper	sit	74	äs=qʼʷan-	äs=qʼʷan-	äs=qʼʷan-	309
1607	Alyk_Kryts	sit	74	as=qʼʷan-	as=qʼʷan-	as=qʼʷan-	309
1608	Budukh	sit	74	aqʼol- {алкьол-, акьул-}	алкьол-, акьул-	aqʼol-	309
1609	Mishlesh_Tsakhur	sit	74	gʸ=īʔar {гюъарас}	гюъарас	gʸ=īʔar	310
1610	Mikik_Tsakhur	sit	74	gʸ=iyar ~ gʸ=uʔor	gʸ=iyar ~ gʸ=uʔor	gʸ=iyar ~ gʸ=uʔor	310
1611	Gelmets_Tsakhur	sit	74	gʸ=iʔor-	gʸ=iʔor-	gʸ=iʔor-	310
1612	Mukhad_Rutul	sit	74	s=uqʼʷ- {сукьус ~ сукьас}	сукьус ~ сукьас	s=uqʼʷ-	309
1613	Ixrek_Rutul	sit	74	s=iqʼ- {сикьун}	сикьун	s=iqʼ-	309
1614	Luchek_Rutul	sit	74	s=iqʼʷ-	s=iqʼʷ-	s=iqʼʷ-	309
1615	Koshan_Aghul	sit	74	a=wqʼ-a-	a=wqʼ-a-	a=wqʼ-a-	309
1616	Keren_Aghul	sit	74	iqʼʷ-a-	iqʼʷ-a-	iqʼʷ-a-	309
1617	Gequn_Aghul	sit	74	iqʼʷ-a-	iqʼʷ-a-	iqʼʷ-a-	309
1618	Fite_Aghul	sit	74	üqʼʷ-e-	üqʼʷ-e-	üqʼʷ-e-	309
1619	Aghul_proper	sit	74	eqʼʷ-a-	eqʼʷ-a-	eqʼʷ-a-	309
1620	Northern_Tabasaran	sit	74	de=ʔˈeʔ-	de=ʔˈeʔ-	de=ʔˈeʔ-	310
1621	Southern_Tabasaran	sit	74	č=ˈeʔ-	č=ˈeʔ-	č=ˈeʔ-	310
1622	Gyune_Lezgi	sit	74	az=ˈuqʼ-	az=ˈuqʼ-	az=ˈuqʼ-	309
1623	Outgroup_Chechen	sit	74	xiʔ-na ʕan {хиъна Iан}	хиъна Iан	xiʔ-na ʕan	311
#
1624	Nidzh_Udi	skin	75	tːol {тIол}	тIол	tːol	312
1625	Vartashen_Udi	skin	75	tːol {тIол}	тIол	tːol	312
1626	Archi	skin	75	qal	qal	qal	313
1627	Kryts_proper	skin	75	leʕ	leʕ	leʕ	314
1628	Alyk_Kryts	skin	75	ʕič	ʕič	ʕič	315
1629	Budukh	skin	75	läʕ {лаьгI}	лаьгI	läʕ	314
1630	Mishlesh_Tsakhur	skin	75	qːekʷa {къеква}	къеква	qːekʷa	316
1631	Mikik_Tsakhur	skin	75	ʁekʷa	ʁekʷa	ʁekʷa	316
1632	Gelmets_Tsakhur	skin	75	qʼabɨχ {кьабых}	кьабых	qʼabɨχ	317
1633	Mukhad_Rutul	skin	75	liʔ {лиъ}	лиъ	liʔ	314
1634	Ixrek_Rutul	skin	75	qʼɨdiqʼ {кьыдикь}	кьыдикь	qʼɨdiqʼ	318
1635	Keren_Aghul	skin	75	χam	χam	χam	319
1636	Gequn_Aghul	skin	75	qʼareqʼ	qʼareqʼ	qʼareqʼ	318
1637	Aghul_proper	skin	75	χam	χam	χam	319
1638	Northern_Tabasaran	skin	75	qʼiriqʼ	qʼiriqʼ	qʼiriqʼ	318
1639	Southern_Tabasaran	skin	75	χam {хам}	хам	χam	319
1640	Gyune_Lezgi	skin	75	χam	χam	χam	319
1641	Outgroup_Chechen	skin	75	neʕ {неI}	неI	neʕ	314
1642	Mukhad_Rutul	skin	75	qːɨdɨqʼ {къыдыкь}	къыдыкь	qːɨdɨqʼ	318
1643	Outgroup_Chechen	skin	75	cʼoːka {цIōка}	цIōка	cʼoːka	320
#
1644	Nidzh_Udi	sleep	76	bas-kː-sun	bas-kː-sun	bas-kː-sun	321
1645	Vartashen_Udi	sleep	76	nepː-aχ-e-sun {непIахесун}	непIахесун	nepː-aχ-e-sun	322
1646	Archi	sleep	76	ˈaχu-ke-	ˈaχu-ke-	ˈaχu-ke-	323
1647	Kryts_proper	sleep	76	aχar-	aχar-	aχar-	323
1648	Alyk_Kryts	sleep	76	aχar-	aχar-	aχar-	323
1649	Budukh	sleep	76	aχar- {архар-, ехир-}	архар-, ехир-	aχar-	323
1650	Mishlesh_Tsakhur	sleep	76	qː=iːsan- {къийсан-}	къийсан-	qː=iːsan-	321
1651	Mikik_Tsakhur	sleep	76	ʁilʸ=ex-	ʁilʸ=ex-	ʁilʸ=ex-	324
1652	Gelmets_Tsakhur	sleep	76	ʁalʸ=ix- {гъалихьаз}	гъалихьаз	ʁalʸ=ix-	324
1653	Mukhad_Rutul	sleep	76	s=aχ- {сахас}	сахас	s=aχ-	323
1654	Ixrek_Rutul	sleep	76	s=aχ- {сахын}	сахын	s=aχ-	323
1655	Luchek_Rutul	sleep	76	s=aχ-	s=aχ-	s=aχ-	323
1656	Koshan_Aghul	sleep	76	aχ-a-	aχ-a-	aχ-a-	323
1657	Keren_Aghul	sleep	76	ʁ=arx-a-	ʁ=arx-a-	ʁ=arx-a-	326
1658	Gequn_Aghul	sleep	76	aχ-a-	aχ-a-	aχ-a-	323
1659	Fite_Aghul	sleep	76	ʁ=arx-a-	ʁ=arx-a-	ʁ=arx-a-	326
1660	Aghul_proper	sleep	76	ʁ=arx-a-	ʁ=arx-a-	ʁ=arx-a-	326
1661	Northern_Tabasaran	sleep	76	ɢaʔ=ˈaχ-	ɢaʔ=ˈaχ-	ɢaʔ=ˈaχ-	323
1662	Southern_Tabasaran	sleep	76	aːχ-ˈ	aːχ-ˈ	aːχ-ˈ	323
1663	Gyune_Lezgi	sleep	76	k=usˈu-	k=usˈu-	k=usˈu-	321
1664	Outgroup_Chechen	sleep	76	nab yan {наб ян}	наб ян	nab yan	322
1665	Koshan_Aghul	sleep	76	ʢ=ark-i-	ʢ=ark-i-	ʢ=ark-i-	325
#
1666	Nidzh_Udi	small	77	micːikː {мицIикI}	мицIикI	micːikː	327
1667	Vartashen_Udi	small	77	kːicːi {кIицIи}	кIицIи	kːicːi	328
1668	Archi	small	77	tʼˈi-tːu-class	tʼˈi-tːu-class	tʼˈi-tːu-class	329
1669	Kryts_proper	small	77	silä	silä	silä	330
1670	Alyk_Kryts	small	77	sila	sila	sila	330
1671	Budukh	small	77	mikʼe {микIе}	микIе	mikʼe	331
1672	Mishlesh_Tsakhur	small	77	kʼɨlʸi-n {кIылин}	кIылин	kʼɨlʸi-n	332
1673	Mikik_Tsakhur	small	77	kʼɨlʸɨ-n	kʼɨlʸɨ-n	kʼɨlʸɨ-n	332
1674	Gelmets_Tsakhur	small	77	kʼɨlʸi-nʸ	kʼɨlʸi-nʸ	kʼɨlʸi-nʸ	332
1675	Mukhad_Rutul	small	77	kʼaʔ-dɨ {кIаъды}	кIаъды	kʼaʔ-dɨ	332
1676	Ixrek_Rutul	small	77	kʼa-dɨ {кIады}	кIады	kʼa-dɨ	332
1677	Luchek_Rutul	small	77	kʼɨʔ-dɨ	kʼɨʔ-dɨ	kʼɨʔ-dɨ	332
1678	Koshan_Aghul	small	77	icʼi-r	icʼi-r	icʼi-r	333
1679	Keren_Aghul	small	77	bicʼi-f	bicʼi-f	bicʼi-f	333
1680	Gequn_Aghul	small	77	bicʼi-f	bicʼi-f	bicʼi-f	333
1681	Fite_Aghul	small	77	bicʼi-t	bicʼi-t	bicʼi-t	333
1682	Aghul_proper	small	77	bicʼi-f	bicʼi-f	bicʼi-f	333
1683	Northern_Tabasaran	small	77	bičʼːʷˈi ~ bičʼʷˈi	bičʼːʷˈi ~ bičʼʷˈi	bičʼːʷˈi ~ bičʼʷˈi	333
1684	Southern_Tabasaran	small	77	bicʼˈi	bicʼˈi	bicʼˈi	333
1685	Gyune_Lezgi	small	77	ʁʷačʼˈi	ʁʷačʼˈi	ʁʷačʼˈi	334
1686	Outgroup_Chechen	small	77	žima {жима}	жима	žima	335
#
1687	Nidzh_Udi	smoke	78	kːüyin ~ kːüyün {кӀуьйин ~ кӀуьйуьн}	кӀуьйин ~ кӀуьйуьн	kːüyin ~ kːüyün	336
1688	Vartashen_Udi	smoke	78	kːuin {кӀуин}	кӀуин	kːuin	336
1689	Archi	smoke	78	huqʼ	huqʼ	huqʼ	337
1690	Kryts_proper	smoke	78	firmi	firmi	firmi	338
1691	Alyk_Kryts	smoke	78	ximi	ximi	ximi	338
1692	Budukh	smoke	78	xim {хьим}	хьим	xim	338
1693	Mishlesh_Tsakhur	smoke	78	kuma {кума}	кума	kuma	338
1694	Mikik_Tsakhur	smoke	78	kuma	kuma	kuma	338
1695	Gelmets_Tsakhur	smoke	78	kuma	kuma	kuma	338
1696	Mukhad_Rutul	smoke	78	xum {хьум}	хьум	xum	338
1697	Ixrek_Rutul	smoke	78	xum {хьум}	хьум	xum	338
1698	Luchek_Rutul	smoke	78	xum	xum	xum	338
1699	Koshan_Aghul	smoke	78	kum	kum	kum	338
1700	Keren_Aghul	smoke	78	kum	kum	kum	338
1701	Gequn_Aghul	smoke	78	kum	kum	kum	338
1702	Fite_Aghul	smoke	78	kum	kum	kum	338
1703	Aghul_proper	smoke	78	kum	kum	kum	338
1704	Northern_Tabasaran	smoke	78	kum	kum	kum	338
1705	Southern_Tabasaran	smoke	78	kum	kum	kum	338
1706	Gyune_Lezgi	smoke	78	ɣum	ɣum	ɣum	338
1707	Outgroup_Chechen	smoke	78	kʼur {кIур}	кIур	kʼur	339
#
2339	Nidzh_Udi	snake	106	dizikː {дизикI}	дизикI	dizikː	467
2340	Vartashen_Udi	snake	106	dizikː {дизикI}	дизикI	dizikː	467
2341	Archi	snake	106	yˈaˤtʼi	yˈaˤtʼi	yˈaˤtʼi	-696
2342	Kryts_proper	snake	106	ilan	ilan	ilan	-697
2343	Alyk_Kryts	snake	106	ɣar	ɣar	ɣar	468
2344	Budukh	snake	106	yer {йер}	йер	yer	468
2345	Mishlesh_Tsakhur	snake	106	χoče {хоче}	хоче	χoče	469
2346	Mikik_Tsakhur	snake	106	χoče	χoče	χoče	469
2347	Gelmets_Tsakhur	snake	106	χočä	χočä	χočä	469
2348	Mukhad_Rutul	snake	106	ɣar {гар}	гар	ɣar	468
2349	Ixrek_Rutul	snake	106	ɣar {гIар}	гIар	ɣar	468
2350	Luchek_Rutul	snake	106	ɣar	ɣar	ɣar	468
2351	Koshan_Aghul	snake	106	ilan	ilan	ilan	-698
2352	Keren_Aghul	snake	106	ilan	ilan	ilan	-699
2353	Gequn_Aghul	snake	106	ilan	ilan	ilan	-700
2354	Fite_Aghul	snake	106	ilan	ilan	ilan	-701
2355	Aghul_proper	snake	106	ilan	ilan	ilan	-702
2356	Northern_Tabasaran	snake	106	bˈitʼ-i	bˈitʼ-i	bˈitʼ-i	470
2357	Southern_Tabasaran	snake	106	bitʼ	bitʼ	bitʼ	470
2358	Gyune_Lezgi	snake	106	ʁülˈäʁ	ʁülˈäʁ	ʁülˈäʁ	471
2359	Outgroup_Chechen	snake	106	läħa {лаьхьа}	лаьхьа	läħa	468
#
1708	Nidzh_Udi	stand	79	čur-p-sun {чурпсун}	чурпсун	čur-p-sun	340
1709	Vartashen_Udi	stand	79	čur-p-esun	čur-p-esun	čur-p-esun	340
1710	Archi	stand	79	=ˈoci-	=ˈoci-	=ˈoci-	341
1711	Kryts_proper	stand	79	qː=atʼäl-	qː=atʼäl-	qː=atʼäl-	342
1712	Alyk_Kryts	stand	79	qː=atʼal-	qː=atʼal-	qː=atʼal-	342
1713	Budukh	stand	79	qː=atʼəl- {къатIал, къалтIал-}	къатIал, къалтIал-	qː=atʼəl-	342
1714	Mishlesh_Tsakhur	stand	79	ilʸ=ozar ~ ilʸ=ozʷar {илёйзар-}	илёйзар-	ilʸ=ozar ~ ilʸ=ozʷar	341
1715	Mikik_Tsakhur	stand	79	ulʸ=ozar	ulʸ=ozar	ulʸ=ozar	341
1716	Gelmets_Tsakhur	stand	79	ulʸ=ozar-az	ulʸ=ozar-az	ulʸ=ozar-az	341
1717	Mukhad_Rutul	stand	79	l=uz- {лузас}	лузас	l=uz-	341
1718	Ixrek_Rutul	stand	79	l=uz- {лузун}	лузун	l=uz-	341
1719	Luchek_Rutul	stand	79	χˤɨʁ=ɨχ-	χˤɨʁ=ɨχ-	χˤɨʁ=ɨχ-	343
1720	Koshan_Aghul	stand	79	a=ʢ=z-a-	a=ʢ=z-a-	a=ʢ=z-a-	341
1721	Keren_Aghul	stand	79	ʁ=uz-a-	ʁ=uz-a-	ʁ=uz-a-	341
1722	Gequn_Aghul	stand	79	ʁ=uz-a-	ʁ=uz-a-	ʁ=uz-a-	341
1723	Aghul_proper	stand	79	ʁ=uz-ana-	ʁ=uz-ana-	ʁ=uz-ana-	341
1724	Northern_Tabasaran	stand	79	di=ʔˈiɢ-	di=ʔˈiɢ-	di=ʔˈiɢ-	344
1725	Southern_Tabasaran	stand	79	di=yiʁ-ˈ	di=yiʁ-ˈ	di=yiʁ-ˈ	344
1726	Gyune_Lezgi	stand	79	aqːʷ=ˈaz-	aqːʷ=ˈaz-	aqːʷ=ˈaz-	341
1727	Outgroup_Chechen	stand	79	latt-a {латта}	латта	latt-a	341
#
1728	Nidzh_Udi	star	80	mučːˤuli {мучули}	мучули	mučːˤuli	345
1729	Vartashen_Udi	star	80	qabun {хъабун}	хъабун	qabun	346
1730	Archi	star	80	χːˤolˈoš=qˤan	χːˤolˈoš=qˤan	χːˤolˈoš=qˤan	347
1731	Kryts_proper	star	80	ħäčʼ	ħäčʼ	ħäčʼ	347
1732	Alyk_Kryts	star	80	hačʼ	hačʼ	hačʼ	347
1733	Budukh	star	80	ħačʼ {хIачI}	хIачI	ħačʼ	347
1734	Mishlesh_Tsakhur	star	80	χˤanʸe {хаIне}	хаIне	χˤanʸe	347
1735	Mikik_Tsakhur	star	80	χˤanʸe	χˤanʸe	χˤanʸe	347
1736	Gelmets_Tsakhur	star	80	χˤanʸe	χˤanʸe	χˤanʸe	347
1737	Mukhad_Rutul	star	80	χˤad-ey ~ χˤad-iy {хаIдий}	хаIдий	χˤad-ey ~ χˤad-iy	347
1738	Ixrek_Rutul	star	80	χˤad-ey {хаIдей}	хаIдей	χˤad-ey	347
1739	Luchek_Rutul	star	80	χˤad-ey	χˤad-ey	χˤad-ey	347
1740	Koshan_Aghul	star	80	ħar	ħar	ħar	347
1741	Keren_Aghul	star	80	ħad	ħad	ħad	347
1742	Gequn_Aghul	star	80	ħad	ħad	ħad	347
1743	Fite_Aghul	star	80	χˤad	χˤad	χˤad	347
1744	Aghul_proper	star	80	ʢad	ʢad	ʢad	347
1745	Northern_Tabasaran	star	80	χˤay {хяй}	хяй	χˤay	347
1746	Southern_Tabasaran	star	80	χˤaǯ	χˤaǯ	χˤaǯ	347
1747	Gyune_Lezgi	star	80	ʁed	ʁed	ʁed	347
1748	Outgroup_Chechen	star	80	seːda {сēда}	сēда	seːda	348
#
1749	Nidzh_Udi	stone	81	žˤe {жIеъ}	жIеъ	žˤe	349
1750	Vartashen_Udi	stone	81	žˤe {жIеъ}	жIеъ	žˤe	349
1751	Archi	stone	81	čʼelˈe	čʼelˈe	čʼelˈe	350
1752	Kryts_proper	stone	81	χud	χud	χud	351
1753	Alyk_Kryts	stone	81	dahar	dahar	dahar	352
1754	Budukh	stone	81	qːaye {къайе}	къайе	qːaye	-667
1755	Mishlesh_Tsakhur	stone	81	qːaye {къае}	къае	qːaye	-668
1756	Mikik_Tsakhur	stone	81	qːaye	qːaye	qːaye	-669
1757	Gelmets_Tsakhur	stone	81	qːayä	qːayä	qːayä	-670
1758	Mukhad_Rutul	stone	81	duχ-ul {духул}	духул	duχ-ul	351
1759	Ixrek_Rutul	stone	81	duχ-ul {духул}	духул	duχ-ul	351
1760	Luchek_Rutul	stone	81	dahar	dahar	dahar	353
1761	Koshan_Aghul	stone	81	ʢʷan	ʢʷan	ʢʷan	354
1762	Keren_Aghul	stone	81	ʁʷan	ʁʷan	ʁʷan	354
1763	Gequn_Aghul	stone	81	ʁʷan	ʁʷan	ʁʷan	354
1764	Fite_Aghul	stone	81	ʁʷan	ʁʷan	ʁʷan	354
1765	Aghul_proper	stone	81	ʁʷan	ʁʷan	ʁʷan	354
1766	Northern_Tabasaran	stone	81	ɢan	ɢan	ɢan	354
1767	Southern_Tabasaran	stone	81	ʁʷan	ʁʷan	ʁʷan	354
1768	Gyune_Lezgi	stone	81	qːʷan	qːʷan	qːʷan	354
1769	Outgroup_Chechen	stone	81	tʼulg {тIулг}	тIулг	tʼulg	355
#
1770	Nidzh_Udi	sun	82	beʁˤ {беъгъ}	беъгъ	beʁˤ	356
1771	Vartashen_Udi	sun	82	beʁˤ {беъгъ}	беъгъ	beʁˤ	356
1772	Archi	sun	82	barq	barq	barq	356
1773	Kryts_proper	sun	82	viraʁ	viraʁ	viraʁ	356
1774	Alyk_Kryts	sun	82	varaʁ	varaʁ	varaʁ	356
1775	Budukh	sun	82	viraʁ {вирагъ}	вирагъ	viraʁ	356
1776	Mishlesh_Tsakhur	sun	82	werɨʁ {верыгъ}	верыгъ	werɨʁ	356
1777	Mikik_Tsakhur	sun	82	wirɨʁ	wirɨʁ	wirɨʁ	356
1778	Gelmets_Tsakhur	sun	82	wiriʁ	wiriʁ	wiriʁ	356
1779	Mukhad_Rutul	sun	82	wirɨʁ {вирыгъ}	вирыгъ	wirɨʁ	356
1780	Ixrek_Rutul	sun	82	wiriʁ {виригъ}	виригъ	wiriʁ	356
1781	Luchek_Rutul	sun	82	wiriʁ	wiriʁ	wiriʁ	356
1782	Koshan_Aghul	sun	82	raʢ	raʢ	raʢ	356
1783	Keren_Aghul	sun	82	raʁ	raʁ	raʁ	356
1784	Gequn_Aghul	sun	82	raʁ	raʁ	raʁ	356
1785	Fite_Aghul	sun	82	raʁ	raʁ	raʁ	356
1786	Aghul_proper	sun	82	raʁ	raʁ	raʁ	356
1787	Northern_Tabasaran	sun	82	rˈiɢ-i	rˈiɢ-i	rˈiɢ-i	356
1788	Southern_Tabasaran	sun	82	riʁ	riʁ	riʁ	356
1789	Gyune_Lezgi	sun	82	raʁ	raʁ	raʁ	356
1790	Outgroup_Chechen	sun	82	malx {малх}	малх	malx	357
#
1791	Nidzh_Udi	swim	83	üzmüš-sun {уьзмуьшсун}	уьзмуьшсун	üzmüš-sun	-671
1792	Vartashen_Udi	swim	83	üzmiš-b-esun	üzmiš-b-esun	üzmiš-b-esun	-672
1793	Archi	swim	83	ɬːan-a-	ɬːan-a-	ɬːan-a-	358
1794	Kryts_proper	swim	83	üzmiš xi-	üzmiš xi-	üzmiš xi-	-673
1795	Alyk_Kryts	swim	83	šina ar-	šina ar-	šina ar-	-674
1796	Budukh	swim	83	üzmi yɨxə-r-i {уьзми йыхьари ~ йихьари}	уьзми йыхьари ~ йихьари	üzmi yɨxə-r-i	-675
1797	Mishlesh_Tsakhur	swim	83	yuzgʸi haʔ- {юзги гьаий}	юзги гьаий	yuzgʸi haʔ-	-676
1798	Mikik_Tsakhur	swim	83	yüzmiš-x-	yüzmiš-x-	yüzmiš-x-	-677
1799	Gelmets_Tsakhur	swim	83	uzmiš-x-	uzmiš-x-	uzmiš-x-	-678
1800	Mukhad_Rutul	swim	83	xed haʔ- {хьед гьаъас}	хьед гьаъас	xed haʔ-	358
1801	Ixrek_Rutul	swim	83	xed haʔ- {хьед гьаькьын}	хьед гьаькьын	xed haʔ-	358
1802	Koshan_Aghul	swim	83	sirnaw aqʼa-	sirnaw aqʼa-	sirnaw aqʼa-	-679
1803	Gequn_Aghul	swim	83	samah aqʼa- ~ sameh aqʼa-	samah aqʼa- ~ sameh aqʼa-	samah aqʼa- ~ sameh aqʼa-	-680
1804	Aghul_proper	swim	83	salaw aqʼa-	salaw aqʼa-	salaw aqʼa-	-681
1805	Northern_Tabasaran	swim	83	čʼučʼurufˈan apʼ-	čʼučʼurufˈan apʼ-	čʼučʼurufˈan apʼ-	360
1806	Southern_Tabasaran	swim	83	sirnˈaw apʼ- {сирнав апIуб}	сирнав апIуб	sirnˈaw apʼ-	-682
1807	Gyune_Lezgi	swim	83	sirnˈaw-	sirnˈaw-	sirnˈaw-	-683
1808	Outgroup_Chechen	swim	83	neːka dan {нēка дан}	нēка дан	neːka dan	361
#
1809	Nidzh_Udi	tail	84	ožˤil ~ ožˤul {ожIиъл ~ ожIул}	ожIиъл ~ ожIул	ožˤil ~ ožˤul	362
1810	Vartashen_Udi	tail	84	ožˤil {ожIиъл}	ожIиъл	ožˤil	362
1811	Archi	tail	84	oˤč	oˤč	oˤč	362
1812	Kryts_proper	tail	84	ǯi	ǯi	ǯi	362
1813	Alyk_Kryts	tail	84	ǯiy	ǯiy	ǯiy	362
1814	Budukh	tail	84	ǯi-bir {джибир}	джибир	ǯi-bir	362
1815	Mishlesh_Tsakhur	tail	84	bɨˤtːʸ- {быIтʹ}	быIтʹ	bɨˤtːʸ-	363
1816	Mikik_Tsakhur	tail	84	bɨˤtːʸ-	bɨˤtːʸ-	bɨˤtːʸ-	363
