ID	_DOCULECT	_CONCEPTx	IPA	TOKENS	POS	COGID	ID_IN_SOURCE	CHINESE_GLOSS	SOURCE	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE
2519	Mazhelong	rain	ɣo₄₂	ɣ o ₄₂	?	1719	1719	?	Wang2006a	ɣo42	(rain) fall
2520	Tuoluo	rain cape	ʑi₂₁	ʑ i ₂₁	?	493	493	?	Wang2006a	ʑi21	straw or palm-bark rain cape
2521	Gongxing	rain cape	d͡ʑy₄₂	d͡ʑ y ₄₂	?	493	493	?	Wang2006a	dʑy42	straw or palm-bark rain cape
2522	Enqi	rain cape	bi₄₃	b i ₄₃	?	493	493	?	Wang2006a	bi43	straw or palm-bark rain cape
2523	Ega	rain cape	d͡ʑyi₄₂	d͡ʑ yi ₄₂	?	493	493	?	Wang2006a	dʑyi42	straw or palm-bark rain cape
2524	Jinman	rain cape	t͡ɕyǝ̃₄₂	t͡ɕ yǝ̃ ₄₂	?	493	493	?	Wang2006a	tɕyǝ̃42	straw or palm-bark rain cape
2525	Jinxing	rain cape	pi₃₁	p i ₃₁	?	493	493	?	Wang2006a	pi31	straw or palm-bark rain cape
2526	Dashi	rain cape	pi₃₁	p i ₃₁	?	493	493	?	Wang2006a	pi31	straw or palm-bark rain cape
2527	Zhoucheng	rain cape	pi₂₁?	p i ₂₁ ?	?	493	493	?	Wang2006a	pi21?	straw or palm-bark rain cape
2528	Mazhelong	rain cape	bi₂₁	b i ₂₁	?	493	493	?	Wang2006a	bi21	straw or palm-bark rain cape
2529	Jianchuan	rain cape	pi₃₁	p i ₃₁	?	493	185	蓑衣	Allen2007	pi31	palm bark rain cape
2530	Eryuan	rain cape	pi₃₁ʂe₄₂	p i ₃₁ ʂ e ₄₂	?	493	185	蓑衣	Allen2007	pi31ʂe42	palm bark rain cape
2531	Heqi	rain cape	pi₃₁sʰe₄₄	p i ₃₁ sʰ e ₄₄	?	493	185	蓑衣	Allen2007	pi31sʰe44	palm bark rain cape
2532	Lanping	rain cape	pĩ₄₂se₄₄	p ĩ ₄₂ s e ₄₄	?	493	185	蓑衣	Allen2007	pĩ42se44	palm bark rain cape
2533	Qiliqiao	rain cape	pi₃₁se₄₄	p i ₃₁ s e ₄₄	?	493	185	蓑衣	Allen2007	pi31se44	palm bark rain cape
2534	Yunlong	rain cape	biɯ₂₁sɛ₅₅	b iɯ ₂₁ s ɛ ₅₅	?	493	185	蓑衣	Allen2007	biɯ21sɛ55	palm bark rain cape
2535	Xiangyun	rain cape	pi₃₁	p i ₃₁	?	493	185	蓑衣	Allen2007	pi31	palm bark rain cape
2536	Luobenzhuo	rain cape	ʥỹ₄₂	ʥ ỹ ₄₂	?	493	185	蓑衣	Allen2007	ʥỹ42	palm bark rain cape
2537	Tuoluo	read	ɣɯ₄₂	ɣ ɯ ₄₂	verb	1287	1287	?	Wang2006a	ɣɯ42	read
2538	Gongxing	read	ʁe₂₁	ʁ e ₂₁	verb	1287	1287	?	Wang2006a	ʁe21	read
2539	Enqi	read	ʁɯ₂₁	ʁ ɯ ₂₁	verb	1287	1287	?	Wang2006a	ʁɯ21	read
2540	Ega	read	ɣɯ₄₂	ɣ ɯ ₄₂	verb	1287	1287	?	Wang2006a	ɣɯ42	read
2541	Jinman	read	ɣɯ₄₂	ɣ ɯ ₄₂	verb	1287	1287	?	Wang2006a	ɣɯ42	read
2542	Jinxing	read	ɣǝ₄₂	ɣ ǝ ₄₂	verb	1287	1287	?	Wang2006a	ɣǝ42	read
2543	Dashi	read	ɣɯ₄₂	ɣ ɯ ₄₂	verb	1287	1287	?	Wang2006a	ɣɯ42	read
2544	Zhoucheng	read	ɣɯ₄₂	ɣ ɯ ₄₂	verb	1287	1287	?	Wang2006a	ɣɯ42	read
2545	Mazhelong	read	tʰou₄₂	tʰ ou ₄₂	verb	1287	1287	?	Wang2006a	[tʰou42]	read
2546	Jianchuan	read	ɣɯ₄₂	ɣ ɯ ₄₂	verb	1287	267	读	Allen2007	ɣɯ42/jo31	read
2547	Eryuan	read	zɔ₂₁	z ɔ ₂₁	verb	1287	267	读	Allen2007	zɔ21	read
2548	Heqi	read	ɣɯ₄₂	ɣ ɯ ₄₂	verb	1287	267	读	Allen2007	ɣɯ42	read
2549	Lanping	read	ɣɯ₄₂	ɣ ɯ ₄₂	verb	1287	267	读	Allen2007	ɣɯ42	read
2550	Qiliqiao	read	ɯ₄₂	ɯ ₄₂	verb	1287	267	读	Allen2007	ɯ42	read
2551	Yunlong	read	ɣɯ₄₂	ɣ ɯ ₄₂	verb	1287	267	读	Allen2007	ɣɯ42	read
2552	Xiangyun	read	ɣou₄₂	ɣ ou ₄₂	verb	1287	267	读	Allen2007	ɣou42	read
2553	Luobenzhuo	read	ɣɯ₄₂sɤ₃₃	ɣ ɯ ₄₂ s ɤ ₃₃	verb	1287	267	读	Allen2007	ɣɯ42sɤ33	read
2554	Tuoluo	red	tʰa₄₂	tʰ a ₄₂	?	1007	1007	?	Wang2006a	tʰa42	red
2555	Gongxing	red	tʰæ₄₂	tʰ æ ₄₂	?	1007	1007	?	Wang2006a	tʰæ42	red
2556	Enqi	red	tʰiæ₅₅	tʰ iæ ₅₅	?	1007	1007	?	Wang2006a	tʰiæ55	red
2557	Ega	red	t͡ɕʰa₄₄	t͡ɕʰ a ₄₄	?	1007	1007	?	Wang2006a	tɕʰa44	red
2558	Jinman	red	ʈʰa₅₅	ʈʰ a ₅₅	?	1007	1007	?	Wang2006a	ʈʰa55	red
2559	Jinxing	red	t͡sʰa₄₄	t͡sʰ a ₄₄	?	1007	1007	?	Wang2006a	tsʰa44	red
2560	Dashi	red	t͡ʂʰɚ₄₄	t͡ʂʰ ɚ ₄₄	?	1007	1007	?	Wang2006a	tʂʰɚ44	red
2561	Zhoucheng	red	t͡sʰɛ₄₄	t͡sʰ ɛ ₄₄	?	1007	1007	?	Wang2006a	tsʰɛ44	red
2562	Mazhelong	red	xoŋ₃₃	x o ŋ ₃₃	?	1007	1007	?	Wang2006a	[xoŋ33]	red
2563	Jianchuan	red	t͡sʰɛ₄₄	t͡sʰ ɛ ₄₄	?	1007	406	红	Allen2007	tsʰɛ44	red
2564	Eryuan	red	xɔ₃₅	x ɔ ₃₅	?	1007	406	红	Allen2007	xɔ35	red
2565	Heqi	red	t͡sʰɛ₄₄	t͡sʰ ɛ ₄₄	?	1007	406	红	Allen2007	tsʰɛ44	red
2566	Lanping	red	t͡sʰɛ₄₄	t͡sʰ ɛ ₄₄	?	1007	406	红	Allen2007	tsʰɛ44	red
2567	Qiliqiao	red	t͡sʰɛ₄₄	t͡sʰ ɛ ₄₄	?	1007	406	红	Allen2007	tsʰɛ44/xuɔ35	red
2568	Yunlong	red	t͡sʰɛ₃₃	t͡sʰ ɛ ₃₃	?	1007	406	红	Allen2007	tsʰɛ33	red
2569	Xiangyun	red	t͡sʰɛ₄₄	t͡sʰ ɛ ₄₄	?	1007	406	红	Allen2007	tsʰɛ44	red
2570	Luobenzhuo	red	ʈʰa₅₅	ʈʰ a ₅₅	?	1007	406	红	Allen2007	ʈʰa55	red
2571	Tuoluo	return	jɔ₄₂	j ɔ ₄₂	verb	1385	1385	?	Wang2006a	jɔ42	return
2572	Gongxing	return	ja₅₅	j a ₅₅	verb	1385	1385	?	Wang2006a	ja55	return
2573	Enqi	return	ja₅₅	j a ₅₅	verb	1385	1385	?	Wang2006a	ja55	return
2574	Ega	return	jo₄₄	j o ₄₄	verb	1385	1385	?	Wang2006a	jo44	return
2575	Jinman	return	ja₅₅	j a ₅₅	verb	1385	1385	?	Wang2006a	ja55	return
